evidence_layer,target_date,city,router_route,router_expression,router_ask,router_payoff,base_weight,patched_weight,patched_shares,patch_effect,forecast_source,row_forecast_model,city_source_bias_regime,city_source_bias,city_source_hot_underforecast_rate,unit_cost,unit_pnl,won,spread,top_ask_notional
historical_best_ask_diagnostic,2026-06-23,Wellington,capped_d2_no,d2_no,0.62,1.0,0.2817,0.183105,1.4766532258064518,below_min5_after_sizing,open_meteo_live_gfs,gfs,hot_underforecast_clean,1.181,0.6096,0.62,0.38,1.0,,
historical_best_ask_diagnostic,2026-06-23,Wuhan,fresh_runway_current_no,current_bracket_no,0.62,1.0,0.390624,0.390624,3.1501935483870973,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,hot_underforecast_noisy,0.688,0.4494,0.62,0.38,1.0,,
historical_best_ask_diagnostic,2026-06-24,Ankara,capped_d2_no,d2_no,0.69,0.0,0.2124,0.13806,1.000434782608696,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,hot_underforecast_clean,0.8271,0.4438,0.69,-0.69,0.0,,
historical_best_ask_diagnostic,2026-06-24,Jeddah,pullback_uncertain_current_high_yes,current_high_yes,0.72,0.0,0.1124999999999999,0.1124999999999999,0.78125,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,cold_overforecast_clean,-0.97,0.0393,0.72,-0.72,0.0,,
historical_best_ask_diagnostic,2026-06-24,Karachi,false_fade_reheat_current_no,current_bracket_no,0.572,1.0,0.34999744,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_ecmwf,ecmwf,cold_overforecast_noisy,-0.115,0.2556,0.572,0.42800000000000005,1.0,,
historical_best_ask_diagnostic,2026-06-25,Karachi,fresh_runway_current_no,current_bracket_no,0.5,0.0,0.3918848000000001,0.3918848000000001,3.9188480000000014,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,cold_overforecast_noisy,-0.115,0.2556,0.5,-0.5,0.0,,
historical_best_ask_diagnostic,2026-06-25,Manila,capped_d2_no,d2_no,0.67,1.0,0.195048,0.1267812,0.9461283582089552,below_min5_after_sizing,open_meteo_live_gfs,gfs,hot_underforecast_clean,1.2891,0.6404,0.67,0.32999999999999996,1.0,,
historical_best_ask_diagnostic,2026-06-25,Shanghai,pullback_uncertain_current_high_yes,current_high_yes,0.4,0.0,0.195,0.195,2.4375,below_min5_after_sizing,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.9496,0.5075,0.4,-0.4,0.0,,
historical_best_ask_diagnostic,2026-06-25,Taipei,fresh_runway_current_no,current_bracket_no,0.6,1.0,0.10452,0.10452,0.8710000000000001,below_min5_after_sizing,open_meteo_live_gfs,gfs,two_sided_noisy,-0.0708,0.3624,0.6,0.4,1.0,,
historical_best_ask_diagnostic,2026-06-26,BuenosAires,fresh_runway_current_no,current_bracket_no,0.61,1.0,0.331776,0.331776,2.719475409836066,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,hot_underforecast_clean,0.9777,0.4803,0.61,0.39,1.0,,
historical_best_ask_diagnostic,2026-06-26,Jeddah,fresh_runway_current_no,current_bracket_no,0.62,1.0,0.40064,0.40064,3.230967741935484,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,cold_overforecast_clean,-0.97,0.0393,0.62,0.38,1.0,,
historical_best_ask_diagnostic,2026-06-26,TelAviv,fresh_runway_current_no,current_bracket_no,0.519,0.0,0.271424,0.271424,2.614874759152216,below_min5_after_sizing,open_meteo_live_gfs,gfs,mild_or_mixed,0.4697,0.3287,0.519,-0.519,0.0,,
historical_best_ask_diagnostic,2026-06-26,Tokyo,false_fade_reheat_current_no,current_bracket_no,0.62,1.0,0.227864,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_gfs,gfs,balanced_tight,-0.0899,0.1384,0.62,0.38,1.0,,
frozen_live_like_route_price,2026-05-20,Jeddah,false_fade_reheat_current_no,current_bracket_no,0.587,0.0,0.1135225,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_clean,1.4971,0.6966,0.587,-0.587,0.0,,
frozen_live_like_route_price,2026-05-20,Shanghai,cheap_stale_tail_current_no,current_bracket_no,0.22,1.0,0.2339999999999999,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_clean,0.9496,0.5075,0.22,0.78,1.0,,
frozen_live_like_route_price,2026-05-20,Singapore,capped_d2_no,d2_no,0.62,0.0,0.236628,0.1538082,1.2403887096774198,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.8289,0.4073,0.62,-0.62,0.0,,
frozen_live_like_route_price,2026-05-21,Guangzhou,false_fade_reheat_current_no,current_bracket_no,0.65,1.0,0.227136,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_noisy,0.5786,0.4242,0.65,0.35,1.0,,
frozen_live_like_route_price,2026-05-21,Jeddah,capped_d2_no,d2_no,0.6,1.0,0.3015,0.195975,1.6331250000000004,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.4971,0.6966,0.6,0.4,1.0,,
frozen_live_like_route_price,2026-05-21,Manila,capped_d2_no,d2_no,0.6,0.0,0.27135,0.1763775,1.4698125000000004,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.2891,0.6404,0.6,-0.6,0.0,,
frozen_live_like_route_price,2026-05-21,Munich,capped_d2_no,d2_no,0.56,0.0,0.3410999999999999,0.2558249999999999,2.2841517857142852,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6598,0.5197,0.56,-0.56,0.0,,
frozen_live_like_route_price,2026-05-21,TelAviv,false_fade_reheat_current_no,current_bracket_no,0.58,0.0,0.199563,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,mild_or_mixed,0.4697,0.3287,0.58,-0.58,0.0,,
frozen_live_like_route_price,2026-05-21,Warsaw,false_fade_reheat_current_no,current_bracket_no,0.43,1.0,0.26,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,balanced_tight,-0.0484,0.1818,0.43,0.5700000000000001,1.0,,
frozen_live_like_route_price,2026-05-22,Helsinki,fresh_runway_current_no,current_bracket_no,0.31,0.0,0.16,0.16,2.580645161290323,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.2863,0.2556,0.31,-0.31,0.0,,
frozen_live_like_route_price,2026-05-22,Manila,capped_d2_no,d2_no,0.58,0.0,0.28917,0.1879605,1.6203491379310349,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.2891,0.6404,0.58,-0.58,0.0,,
frozen_live_like_route_price,2026-05-22,Munich,capped_d2_no,d2_no,0.55,0.0,0.351,0.26325,2.3931818181818176,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6598,0.5197,0.55,-0.55,0.0,,
frozen_live_like_route_price,2026-05-23,Lucknow,fresh_runway_current_no,current_bracket_no,0.5,0.0,0.4556800000000001,0.4556800000000001,4.556800000000001,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_clean,-1.8403,0.0197,0.5,-0.5,0.0,,
frozen_live_like_route_price,2026-05-23,Shanghai,fresh_runway_current_no,current_bracket_no,0.55,1.0,0.44928,0.44928,4.084363636363636,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9496,0.5075,0.55,0.44999999999999996,1.0,,
frozen_live_like_route_price,2026-05-25,CapeTown,fresh_runway_current_no,current_bracket_no,0.55,0.0,0.2496,0.2496,2.269090909090909,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.6234,0.0758,0.55,-0.55,0.0,,
frozen_live_like_route_price,2026-05-25,TelAviv,fresh_runway_current_no,current_bracket_no,0.23,0.0,0.16,0.16,3.4782608695652177,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.4697,0.3287,0.23,-0.23,0.0,,
frozen_live_like_route_price,2026-05-25,Wuhan,false_fade_reheat_current_no,current_bracket_no,0.47,0.0,0.1938768,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,mild_or_mixed,0.1514,0.2753,0.47,-0.47,0.0,,
frozen_live_like_route_price,2026-05-26,Chongqing,fresh_runway_current_no,current_bracket_no,0.44,1.0,0.2688000000000001,0.2688000000000001,3.0545454545454556,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.2798,0.5787,0.44,0.56,1.0,,
frozen_live_like_route_price,2026-05-26,Shanghai,fresh_runway_current_no,current_bracket_no,0.55,1.0,0.389376,0.389376,3.5397818181818184,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9496,0.5075,0.55,0.44999999999999996,1.0,,
frozen_live_like_route_price,2026-05-27,SaoPaulo,false_fade_reheat_current_no,current_bracket_no,0.35,0.0,0.3660799999999999,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,mild_or_mixed,-0.0191,0.2163,0.35,-0.35,0.0,,
frozen_live_like_route_price,2026-05-28,Ankara,fresh_runway_current_no,current_bracket_no,0.5,0.0,0.4556800000000001,0.4556800000000001,4.556800000000001,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.7653,0.441,0.5,-0.5,0.0,,
frozen_live_like_route_price,2026-05-28,Beijing,false_fade_reheat_current_no,current_bracket_no,0.29,1.0,0.65,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_noisy,0.176,0.3596,0.29,0.71,1.0,,
frozen_live_like_route_price,2026-05-28,Chongqing,cheap_stale_tail_current_no,current_bracket_no,0.29,0.0,0.0584999999999999,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_clean,1.2798,0.5787,0.29,-0.29,0.0,,
frozen_live_like_route_price,2026-05-28,Jeddah,fresh_runway_current_no,current_bracket_no,0.393,1.0,0.32,0.32,4.071246819338423,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.4971,0.6966,0.393,0.607,1.0,,
frozen_live_like_route_price,2026-05-28,Manila,fresh_runway_current_no,current_bracket_no,0.48,0.0,0.4303872000000001,0.4303872000000001,4.483200000000001,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.2891,0.6404,0.48,-0.48,0.0,,
frozen_live_like_route_price,2026-05-28,NYC,false_fade_reheat_current_no,current_bracket_no,0.49,0.0,0.139308,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_noisy,-0.2712,0.156,0.49,-0.49,0.0,,
frozen_live_like_route_price,2026-05-28,Wellington,false_fade_reheat_current_no,current_bracket_no,0.44,1.0,0.4575999999999999,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_clean,1.181,0.6096,0.44,0.56,1.0,,
frozen_live_like_route_price,2026-05-29,CapeTown,fresh_runway_current_no,current_bracket_no,0.53,1.0,0.52736,0.52736,4.9750943396226415,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.6234,0.0758,0.53,0.47,1.0,,
frozen_live_like_route_price,2026-05-29,SaoPaulo,fresh_runway_current_no,current_bracket_no,0.55,0.0,0.234624,0.234624,2.1329454545454545,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,-0.0191,0.2163,0.55,-0.55,0.0,,
frozen_live_like_route_price,2026-05-29,Seattle,cheap_stale_tail_current_no,current_bracket_no,0.25,1.0,0.0659999999999999,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_clean,0.7865,0.4101,0.25,0.75,1.0,,
frozen_live_like_route_price,2026-05-30,Karachi,capped_d2_no,d2_no,0.56,1.0,0.313812,0.2039778,1.821230357142857,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.56,0.43999999999999995,1.0,,
frozen_live_like_route_price,2026-05-30,Shanghai,capped_d2_no,d2_no,0.56,0.0,0.30699,0.1995434999999999,1.7816383928571426,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9496,0.5075,0.56,-0.56,0.0,,
frozen_live_like_route_price,2026-05-30,Tokyo,capped_d2_no,d2_no,0.42,1.0,0.405,0.405,4.821428571428572,below_min5_after_sizing,gfs_seamless,gfs,balanced_tight,-0.0899,0.1384,0.42,0.5800000000000001,1.0,,
frozen_live_like_route_price,2026-05-31,Ankara,capped_d2_no,d2_no,0.6,1.0,0.3015,0.195975,1.6331250000000004,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.7653,0.441,0.6,0.4,1.0,,
frozen_live_like_route_price,2026-05-31,Busan,fresh_runway_current_no,current_bracket_no,0.15,0.0,0.144,0.144,4.800000000000002,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.4813,0.1067,0.15,-0.15,0.0,,
frozen_live_like_route_price,2026-05-31,Karachi,capped_d2_no,d2_no,0.55,0.0,0.351,0.22815,2.0740909090909088,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.55,-0.55,0.0,,
frozen_live_like_route_price,2026-06-01,TelAviv,cheap_stale_tail_current_no,current_bracket_no,0.32,0.0,0.15,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,mild_or_mixed,0.4697,0.3287,0.32,-0.32,0.0,,
frozen_live_like_route_price,2026-06-01,Wuhan,capped_d2_no,d2_no,0.6,1.0,0.27135,0.244215,2.0351250000000003,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.1514,0.2753,0.6,0.4,1.0,,
frozen_live_like_route_price,2026-06-02,Amsterdam,cheap_stale_tail_current_no,current_bracket_no,0.33,0.0,0.2639999999999999,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,balanced_tight,0.0349,0.1348,0.33,-0.33,0.0,,
frozen_live_like_route_price,2026-06-02,Munich,capped_d2_no,d2_no,0.51,1.0,0.3906,0.29295,2.872058823529412,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6598,0.5197,0.51,0.49,1.0,,
frozen_live_like_route_price,2026-06-03,BuenosAires,capped_d2_no,d2_no,0.58,1.0,0.282744,0.212058,1.828086206896552,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6053,0.4747,0.58,0.42000000000000004,1.0,,
frozen_live_like_route_price,2026-06-03,Wuhan,fresh_runway_current_no,current_bracket_no,0.39,0.0,0.1248,0.1248,1.6000000000000003,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.1514,0.2753,0.39,-0.39,0.0,,
frozen_live_like_route_price,2026-06-04,Beijing,false_fade_reheat_current_no,current_bracket_no,0.58,1.0,0.297024,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_noisy,0.176,0.3596,0.58,0.42000000000000004,1.0,,
frozen_live_like_route_price,2026-06-04,Karachi,capped_d2_no,d2_no,0.58,1.0,0.3213,0.208845,1.8003879310344832,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.58,0.42000000000000004,1.0,,
frozen_live_like_route_price,2026-06-04,NYC,fresh_runway_current_no,current_bracket_no,0.55,1.0,0.4992,0.4992,4.538181818181818,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.2712,0.156,0.55,0.44999999999999996,1.0,,
frozen_live_like_route_price,2026-06-05,Karachi,capped_d2_no,d2_no,0.57,1.0,0.3312,0.21528,1.8884210526315792,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.57,0.43000000000000005,1.0,,
frozen_live_like_route_price,2026-06-05,Taipei,cheap_stale_tail_current_no,current_bracket_no,0.303,0.0,0.1169999999999999,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,two_sided_noisy,-0.0708,0.3624,0.303,-0.303,0.0,,
frozen_live_like_route_price,2026-06-05,Tokyo,fresh_runway_current_no,current_bracket_no,0.48,0.0,0.36343808,0.36343808,3.785813333333334,below_min5_after_sizing,gfs_seamless,gfs,balanced_tight,-0.0899,0.1384,0.48,-0.48,0.0,,
frozen_live_like_route_price,2026-06-06,Chongqing,capped_d2_no,d2_no,0.46,1.0,0.39609,0.2574585,2.7984619565217392,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,1.2798,0.5787,0.46,0.54,1.0,,
frozen_live_like_route_price,2026-06-07,Istanbul,fresh_runway_current_no,current_bracket_no,0.48,0.0,0.4782080000000001,0.4782080000000001,4.9813333333333345,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.2309,0.236,0.48,-0.48,0.0,,
frozen_live_like_route_price,2026-06-07,Munich,capped_d2_no,d2_no,0.49,1.0,0.4104,0.3078,3.1408163265306124,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6598,0.5197,0.49,0.51,1.0,,
frozen_live_like_route_price,2026-06-08,Dallas,capped_d2_no,d2_no,0.53,1.0,0.3707999999999999,0.2410199999999999,2.27377358490566,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,3.8596,0.9213,0.53,0.47,1.0,,
frozen_live_like_route_price,2026-06-08,Karachi,capped_d2_no,d2_no,0.56,1.0,0.313812,0.2039778,1.821230357142857,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.56,0.43999999999999995,1.0,,
frozen_live_like_route_price,2026-06-09,Karachi,capped_d2_no,d2_no,0.6,1.0,0.3015,0.195975,1.6331250000000004,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.6,0.4,1.0,,
frozen_live_like_route_price,2026-06-09,Shanghai,capped_d2_no,d2_no,0.47,1.0,0.38718,0.251667,2.6773085106382983,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9496,0.5075,0.47,0.53,1.0,,
frozen_live_like_route_price,2026-06-11,Ankara,capped_d2_no,d2_no,0.41,0.0,0.45,0.2925,3.567073170731708,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.7653,0.441,0.41,-0.41,0.0,,
frozen_live_like_route_price,2026-06-12,Amsterdam,false_fade_reheat_current_no,current_bracket_no,0.28,1.0,0.38272,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,balanced_tight,0.0349,0.1348,0.28,0.72,1.0,,
frozen_live_like_route_price,2026-06-12,Ankara,capped_d2_no,d2_no,0.61,0.0,0.2916,0.18954,1.5536065573770494,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.7653,0.441,0.61,-0.61,0.0,,
frozen_live_like_route_price,2026-06-12,Atlanta,false_fade_reheat_current_no,current_bracket_no,0.44,0.0,0.234,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_clean,1.1528,0.5618,0.44,-0.44,0.0,,
frozen_live_like_route_price,2026-06-12,CapeTown,fresh_runway_current_no,current_bracket_no,0.55,1.0,0.39936,0.39936,3.6305454545454543,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.6234,0.0758,0.55,0.44999999999999996,1.0,,
frozen_live_like_route_price,2026-06-12,Karachi,capped_d2_no,d2_no,0.55,0.0,0.32292,0.209898,1.9081636363636365,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.55,-0.55,0.0,,
frozen_live_like_route_price,2026-06-12,SanFrancisco,false_fade_reheat_current_no,current_bracket_no,0.562,0.0,0.1126631999999999,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_clean,-1.1492,0.1489,0.562,-0.562,0.0,,
frozen_live_like_route_price,2026-06-12,Warsaw,fresh_runway_current_no,current_bracket_no,0.52,1.0,0.433152,0.433152,4.164923076923077,below_min5_after_sizing,gfs_seamless,gfs,balanced_tight,-0.0484,0.1818,0.52,0.48,1.0,,
frozen_live_like_route_price,2026-06-13,Karachi,capped_d2_no,d2_no,0.6,0.0,0.2592900000000001,0.1685385,1.4044875000000006,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.6,-0.6,0.0,,
frozen_live_like_route_price,2026-06-13,Miami,false_fade_reheat_current_no,current_bracket_no,0.57,1.0,0.21528,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,balanced_tight,0.1286,0.2239,0.57,0.43000000000000005,1.0,,
frozen_live_like_route_price,2026-06-14,Shanghai,fresh_runway_current_no,current_bracket_no,0.427,0.0,0.112,0.112,1.3114754098360657,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9496,0.5075,0.427,-0.427,0.0,,
frozen_live_like_route_price,2026-06-14,Taipei,false_fade_reheat_current_no,current_bracket_no,0.12,1.0,0.12675,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,two_sided_noisy,-0.0708,0.3624,0.12,0.88,1.0,,
frozen_live_like_route_price,2026-06-15,Ankara,capped_d2_no,d2_no,0.31,1.0,0.45,0.2925,4.717741935483871,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.7653,0.441,0.31,0.69,1.0,,
frozen_live_like_route_price,2026-06-15,Austin,false_fade_reheat_current_no,current_bracket_no,0.44,1.0,0.572,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_clean,1.6201,0.6811,0.44,0.56,1.0,,
frozen_live_like_route_price,2026-06-15,Helsinki,fresh_runway_current_no,current_bracket_no,0.38,1.0,0.088,0.088,1.157894736842105,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.2863,0.2556,0.38,0.62,1.0,,
frozen_live_like_route_price,2026-06-15,Karachi,capped_d2_no,d2_no,0.6,1.0,0.27738,0.180297,1.5024750000000004,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.6,0.4,1.0,,
frozen_live_like_route_price,2026-06-15,Munich,capped_d2_no,d2_no,0.49,0.0,0.4104,0.3078,3.1408163265306124,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6598,0.5197,0.49,-0.49,0.0,,
frozen_live_like_route_price,2026-06-15,Tokyo,false_fade_reheat_current_no,current_bracket_no,0.52,1.0,0.1072305,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,balanced_tight,-0.0899,0.1384,0.52,0.48,1.0,,
frozen_live_like_route_price,2026-06-16,TelAviv,false_fade_reheat_current_no,current_bracket_no,0.61,0.0,0.33696,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,mild_or_mixed,0.4697,0.3287,0.61,-0.61,0.0,,
frozen_live_like_route_price,2026-06-17,Chengdu,false_fade_reheat_current_no,current_bracket_no,0.38,0.0,0.273,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,hot_underforecast_clean,1.0728,0.5084,0.38,-0.38,0.0,,
frozen_live_like_route_price,2026-06-17,Dallas,capped_d2_no,d2_no,0.61,1.0,0.2916,0.18954,1.5536065573770494,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,3.8596,0.9213,0.61,0.39,1.0,,
frozen_live_like_route_price,2026-06-17,Karachi,capped_d2_no,d2_no,0.53,0.0,0.341136,0.2217384,2.0918716981132075,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.53,-0.53,0.0,,
frozen_live_like_route_price,2026-06-19,Beijing,false_fade_reheat_current_no,current_bracket_no,0.4,1.0,0.286,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_noisy,0.176,0.3596,0.4,0.6,1.0,,
frozen_live_like_route_price,2026-06-19,BuenosAires,capped_d2_no,d2_no,0.56,0.0,0.3410999999999999,0.2558249999999999,2.2841517857142852,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_noisy,0.6053,0.4747,0.56,-0.56,0.0,,
frozen_live_like_route_price,2026-06-19,Busan,fresh_runway_current_no,current_bracket_no,0.55,0.0,0.26208,0.26208,2.382545454545455,below_min5_after_sizing,gfs_seamless,gfs,cold_overforecast_noisy,-0.4813,0.1067,0.55,-0.55,0.0,,
frozen_live_like_route_price,2026-06-19,Helsinki,capped_d2_no,d2_no,0.51,1.0,0.3906,0.35154,3.446470588235294,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.2863,0.2556,0.51,0.49,1.0,,
frozen_live_like_route_price,2026-06-19,Istanbul,false_fade_reheat_current_no,current_bracket_no,0.44,1.0,0.4784,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_noisy,-0.2309,0.236,0.44,0.56,1.0,,
frozen_live_like_route_price,2026-06-19,Karachi,capped_d2_no,d2_no,0.62,0.0,0.242262,0.1574703,1.269921774193549,below_min5_after_sizing,gfs_seamless,gfs,hot_underforecast_clean,0.9132,0.5056,0.62,-0.62,0.0,,
frozen_live_like_route_price,2026-06-19,NYC,false_fade_reheat_current_no,current_bracket_no,0.65,1.0,0.364,0.0,0.0,shadow_only_tail_or_false_fade,gfs_seamless,gfs,cold_overforecast_noisy,-0.2712,0.156,0.65,0.35,1.0,,
frozen_live_like_route_price,2026-06-19,TelAviv,fresh_runway_current_no,current_bracket_no,0.34,0.0,0.32,0.32,4.705882352941177,below_min5_after_sizing,gfs_seamless,gfs,mild_or_mixed,0.4697,0.3287,0.34,-0.34,0.0,,
frozen_live_like_route_price,2026-06-20,Jeddah,false_fade_reheat_current_no,current_bracket_no,0.17,0.0,0.26,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_ecmwf,ecmwf,cold_overforecast_clean,-0.97,0.0393,0.17,-0.17,0.0,,
frozen_live_like_route_price,2026-06-20,Shanghai,false_fade_reheat_current_no,current_bracket_no,0.612,1.0,0.26104416,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.9496,0.5075,0.612,0.388,1.0,,
frozen_live_like_route_price,2026-06-20,Singapore,false_fade_reheat_current_no,current_bracket_no,0.54,1.0,0.3252912,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.8289,0.4073,0.54,0.45999999999999996,1.0,,
frozen_live_like_route_price,2026-06-21,Beijing,capped_d2_no,d2_no,0.29,0.0,0.45,0.2925,5.043103448275863,city_source_bias_resized,open_meteo_live_ecmwf,ecmwf,hot_underforecast_clean,1.2279,0.5815,0.29,-0.29,0.0,,
frozen_live_like_route_price,2026-06-21,Singapore,capped_d2_no,d2_no,0.51,0.0,0.328104,0.2132676,2.0908588235294117,below_min5_after_sizing,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.8289,0.4073,0.51,-0.51,0.0,,
frozen_live_like_route_price,2026-06-22,NYC,false_fade_reheat_current_no,current_bracket_no,0.638,0.0,0.06708416,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_gfs,gfs,cold_overforecast_noisy,-0.2712,0.156,0.638,-0.638,0.0,,
frozen_live_like_route_price,2026-06-22,Shanghai,cheap_stale_tail_current_no,current_bracket_no,0.22,0.0,0.0525,0.0,0.0,shadow_only_tail_or_false_fade,open_meteo_live_gfs,gfs,hot_underforecast_clean,0.9496,0.5075,0.22,-0.22,0.0,,
frozen_live_like_route_price,2026-06-23,Chongqing,fresh_runway_current_no,current_bracket_no,0.53,0.0,0.5141760000000001,0.5141760000000001,4.850716981132075,below_min5_after_sizing,open_meteo_live_ecmwf,ecmwf,hot_underforecast_clean,0.7998,0.4073,0.53,-0.53,0.0,,
